PersonBusinessEntityID,PersonType,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion,LoginID,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,DepartmentID,ShiftID,StartDate,EndDate,RateChangeDate,Rate,PayFrequency,DepartmentName,GroupName,EmailAddress,PhoneNumber,PhoneNumberTypeID,AddressTypeID
262,EM,,David,M,Barber,,0,adventure-works\david5,2,Assistant to the Chief Financial Officer,6/21/1964,S,M,1/12/2009,FALSE,56,48,TRUE,10,1,1/12/2009,,1/12/2009,13.4615,2,Finance,Executive General and Administration,david5@adventure-works.com,477-555-0132,3,2
263,EM,,Jean,E,Trenary,,2,adventure-works\jean0,1,Information Services Manager,12/13/1975,S,F,12/11/2008,TRUE,65,52,TRUE,11,1,12/11/2008,,12/11/2008,50.4808,2,Information Services,Executive General and Administration,jean0@adventure-works.com,685-555-0120,3,2
264,EM,,Stephanie,A,Conroy,,2,adventure-works\stephanie0,2,Network Manager,3/25/1984,S,F,2/4/2009,TRUE,68,54,TRUE,11,1,2/4/2009,,2/4/2009,39.6635,2,Information Services,Executive General and Administration,stephanie0@adventure-works.com,594-555-0110,3,2
265,EM,,Ashvini,R,Sharma,,1,adventure-works\ashvini0,3,Network Administrator,3/27/1977,S,M,12/4/2008,FALSE,70,55,TRUE,11,2,12/4/2008,,12/4/2008,32.4519,2,Information Services,Executive General and Administration,ashvini0@adventure-works.com,656-555-0119,3,2
266,EM,,Peter,I,Connelly,,0,adventure-works\peter1,3,Network Administrator,5/28/1980,S,M,2/23/2009,FALSE,69,54,TRUE,11,1,2/23/2009,,2/23/2009,32.4519,2,Information Services,Executive General and Administration,peter1@adventure-works.com,310-555-0133,3,2
267,EM,,Karen,A,Berg,,0,adventure-works\karen1,2,Application Specialist,5/19/1978,S,F,2/16/2009,TRUE,74,57,TRUE,11,1,2/16/2009,,2/16/2009,27.4038,2,Information Services,Executive General and Administration,karen1@adventure-works.com,654-555-0177,3,2
268,EM,,Ramesh,V,Meyyappan,,1,adventure-works\ramesh0,2,Application Specialist,3/13/1988,S,M,2/3/2009,TRUE,73,56,TRUE,11,1,2/3/2009,,2/3/2009,27.4038,2,Information Services,Executive General and Administration,ramesh0@adventure-works.com,182-555-0134,3,2
269,EM,,Dan,K,Bacon,Jr.,0,adventure-works\dan0,2,Application Specialist,5/26/1987,M,M,1/11/2009,TRUE,72,56,TRUE,11,1,1/11/2009,,1/11/2009,27.4038,2,Information Services,Executive General and Administration,dan0@adventure-works.com,166-555-0159,3,2
270,EM,,François,P,Ajenstat,,0,adventure-works\françois0,2,Database Administrator,5/17/1975,S,M,1/17/2009,TRUE,67,53,TRUE,11,1,1/17/2009,,1/17/2009,38.4615,2,Information Services,Executive General and Administration,françois0@adventure-works.com,785-555-0110,1,2
271,EM,,Dan,B,Wilson,,0,adventure-works\dan1,2,Database Administrator,1/6/1976,M,M,1/22/2009,TRUE,66,53,TRUE,11,1,1/22/2009,,1/22/2009,38.4615,2,Information Services,Executive General and Administration,dan1@adventure-works.com,653-555-0144,3,2
272,EM,,Janaina,Barreiro Gambaro,Bueno,,0,adventure-works\janaina0,2,Application Specialist,1/30/1985,M,F,12/23/2008,TRUE,71,55,TRUE,11,1,12/23/2008,,12/23/2008,27.4038,2,Information Services,Executive General and Administration,janaina0@adventure-works.com,623-555-0155,3,2
273,EM,Mr.,Brian,S,Welcker,,0,adventure-works\brian3,1,Vice President of Sales,6/6/1977,S,M,2/15/2011,TRUE,10,25,TRUE,3,1,2/15/2011,,2/15/2011,72.1154,2,Sales,Sales and Marketing,brian3@adventure-works.com,716-555-0127,1,2
274,SP,,Stephen,Y,Jiang,,0,adventure-works\stephen0,2,North American Sales Manager,10/17/1951,M,M,1/4/2011,TRUE,14,27,TRUE,3,1,1/4/2011,,1/4/2011,48.101,2,Sales,Sales and Marketing,stephen0@adventure-works.com,238-555-0197,1,2
275,SP,,Michael,G,Blythe,,1,adventure-works\michael9,3,Sales Representative,12/25/1968,S,M,5/31/2011,TRUE,38,39,TRUE,3,1,5/31/2011,,5/31/2011,23.0769,2,Sales,Sales and Marketing,michael9@adventure-works.com,257-555-0154,1,2
276,SP,,Linda,C,Mitchell,,0,adventure-works\linda3,3,Sales Representative,2/27/1980,M,F,5/31/2011,TRUE,27,33,TRUE,3,1,5/31/2011,,5/31/2011,23.0769,2,Sales,Sales and Marketing,linda3@adventure-works.com,883-555-0116,3,2
277,SP,,Jillian,,Carson,,1,adventure-works\jillian0,3,Sales Representative,8/29/1962,S,F,5/31/2011,TRUE,24,32,TRUE,3,1,5/31/2011,,5/31/2011,23.0769,2,Sales,Sales and Marketing,jillian0@adventure-works.com,517-555-0117,3,2
278,SP,,Garrett,R,Vargas,,0,adventure-works\garrett1,3,Sales Representative,2/4/1975,M,M,5/31/2011,TRUE,33,36,TRUE,3,1,5/31/2011,,5/31/2011,23.0769,2,Sales,Sales and Marketing,garrett1@adventure-works.com,922-555-0165,3,2
279,SP,,Tsvi,Michael,Reiter,,1,adventure-works\tsvi0,3,Sales Representative,1/18/1974,M,M,5/31/2011,TRUE,29,34,TRUE,3,1,5/31/2011,,5/31/2011,23.0769,2,Sales,Sales and Marketing,tsvi0@adventure-works.com,664-555-0112,3,2
280,SP,,Pamela,O,Ansman-Wolfe,,1,adventure-works\pamela0,3,Sales Representative,12/6/1974,S,F,5/31/2011,TRUE,22,31,TRUE,3,1,5/31/2011,,5/31/2011,23.0769,2,Sales,Sales and Marketing,pamela0@adventure-works.com,340-555-0193,1,2
281,SP,,Shu,K,Ito,,2,adventure-works\shu0,3,Sales Representative,3/9/1968,M,M,5/31/2011,TRUE,26,33,TRUE,3,1,5/31/2011,,5/31/2011,23.0769,2,Sales,Sales and Marketing,shu0@adventure-works.com,330-555-0120,1,2
282,SP,,José,Edvaldo,Saraiva,,0,adventure-works\josé1,3,Sales Representative,12/11/1963,M,M,5/31/2011,TRUE,31,35,TRUE,3,1,5/31/2011,,5/31/2011,23.0769,2,Sales,Sales and Marketing,josé1@adventure-works.com,185-555-0169,3,2
283,SP,,David,R,Campbell,,0,adventure-works\david8,3,Sales Representative,2/11/1974,S,M,5/31/2011,TRUE,23,31,TRUE,3,1,5/31/2011,,5/31/2011,23.0769,2,Sales,Sales and Marketing,david8@adventure-works.com,740-555-0182,3,2
284,SP,Mr.,Tete,A,Mensa-Annan,,1,adventure-works\tete0,3,Sales Representative,1/5/1978,M,M,9/30/2012,TRUE,39,39,TRUE,3,1,9/30/2012,,9/30/2012,23.0769,2,Sales,Sales and Marketing,tete0@adventure-works.com,615-555-0153,3,2
285,SP,Mr.,Syed,E,Abbas,,0,adventure-works\syed0,2,Pacific Sales Manager,1/11/1975,M,M,3/14/2013,TRUE,20,30,TRUE,3,1,3/14/2013,,3/14/2013,48.101,2,Sales,Sales and Marketing,syed0@adventure-works.com,926-555-0182,3,2
286,SP,,Lynn,N,Tsoflias,,2,adventure-works\lynn0,3,Sales Representative,2/14/1977,S,F,5/30/2013,TRUE,36,38,TRUE,3,1,5/30/2013,,5/30/2013,23.0769,2,Sales,Sales and Marketing,lynn0@adventure-works.com,1 (11) 500 555-0190,1,2
287,SP,,Amy,E,Alberts,,1,adventure-works\amy0,2,European Sales Manager,9/20/1957,M,F,4/16/2012,TRUE,21,30,TRUE,3,1,4/16/2012,,4/16/2012,48.101,2,Sales,Sales and Marketing,amy0@adventure-works.com,775-555-0164,3,2
288,SP,,Rachel,B,Valdez,,0,adventure-works\rachel0,3,Sales Representative,7/9/1975,S,F,5/30/2013,TRUE,35,37,TRUE,3,1,5/30/2013,,5/30/2013,23.0769,2,Sales,Sales and Marketing,rachel0@adventure-works.com,1 (11) 500 555-0140,1,2
289,SP,,Jae,B,Pak,,0,adventure-works\jae0,3,Sales Representative,3/17/1968,M,F,5/30/2012,TRUE,37,38,TRUE,3,1,5/30/2012,,5/30/2012,23.0769,2,Sales,Sales and Marketing,jae0@adventure-works.com,1 (11) 500 555-0145,3,2
290,SP,,Ranjit,R,Varkey Chudukatil,,0,adventure-works\ranjit0,3,Sales Representative,9/30/1975,S,M,5/30/2012,TRUE,34,37,TRUE,3,1,5/30/2012,,5/30/2012,23.0769,2,Sales,Sales and Marketing,ranjit0@adventure-works.com,1 (11) 500 555-0117,1,2
